timestamp,temp_motor,corriente,vibracion,presion,rpm
2025-01-01 05:14:00,70.21,9.66,0.0311,4.5,1477.0
2025-01-01 05:15:00,70.07,10.44,0.0261,4.55,1500.0
2025-01-01 05:16:00,69.76,10.25,0.0234,4.53,1509.0
2025-01-01 05:17:00,70.31,9.69,0.0264,4.53,1513.0
2025-01-01 05:18:00,70.64,10.09,0.0246,4.46,1510.0
2025-01-01 05:19:00,70.46,10.12,0.0264,4.55,1504.0
2025-01-01 05:20:00,69.92,10.25,0.0218,4.58,1531.0
2025-01-01 05:21:00,70.08,9.21,0.023,4.5,1494.0
2025-01-01 05:22:00,69.43,10.13,0.0252,4.52,1510.0
2025-01-01 05:23:00,70.38,10.21,0.0237,4.45,1494.0
2025-01-01 05:24:00,69.93,9.94,0.0304,4.51,1492.0
2025-01-01 05:25:00,69.63,10.1,0.0273,4.42,1484.0
2025-01-01 05:26:00,70.15,9.95,0.0191,4.46,1503.0
2025-01-01 05:27:00,70.28,9.87,0.0237,4.53,1520.0
2025-01-01 05:28:00,69.58,9.83,0.0275,4.55,1486.0
2025-01-01 05:29:00,69.97,9.81,0.0216,4.43,1515.0
2025-01-01 05:30:00,70.13,10.14,0.0226,4.51,1490.0
2025-01-01 05:31:00,70.07,9.62,0.0241,4.44,1499.0
2025-01-01 05:32:00,70.34,10.32,0.0264,4.53,1506.0
2025-01-01 05:33:00,70.34,10.09,0.0224,4.35,1518.0
2025-01-01 05:34:00,70.07,10.11,0.0257,4.49,1497.0
2025-01-01 05:35:00,70.23,9.94,0.0281,4.49,1514.0
2025-01-01 05:36:00,69.97,10.17,0.0254,4.42,1469.0
2025-01-01 05:37:00,69.99,10.19,0.026,4.49,1525.0
2025-01-01 05:38:00,70.04,10.06,0.0255,4.45,1526.0
2025-01-01 05:39:00,69.55,10.26,0.0268,4.58,1532.0
2025-01-01 05:40:00,70.04,9.92,0.0275,4.52,1500.0
2025-01-01 05:41:00,69.87,10.05,0.026,4.48,1523.0
2025-01-01 05:42:00,70.5,9.63,0.0243,4.41,1500.0
2025-01-01 05:43:00,69.66,9.81,0.0258,4.52,1486.0
2025-01-01 05:44:00,69.57,10.03,0.0223,4.46,1533.0
2025-01-01 05:45:00,69.94,10.12,0.0232,4.5,1502.0
2025-01-01 05:46:00,69.71,10.31,0.0202,4.52,1523.0
2025-01-01 05:47:00,70.25,9.89,0.0263,4.57,1492.0
2025-01-01 05:48:00,70.32,10.37,0.0244,4.45,1481.0
2025-01-01 05:49:00,70.19,9.88,0.0277,4.51,1490.0
2025-01-01 05:50:00,69.95,9.97,0.0258,4.48,1516.0
2025-01-01 05:51:00,69.58,10.18,0.0237,4.47,1513.0
2025-01-01 05:52:00,70.15,9.7,0.0224,4.54,1524.0
2025-01-01 05:53:00,70.36,9.73,0.0206,4.52,1495.0
2025-01-01 05:54:00,70.01,9.73,0.0286,4.49,1505.0
2025-01-01 05:55:00,70.27,10.45,0.0221,4.52,1509.0
2025-01-01 05:56:00,70.07,9.94,0.0281,4.4,1486.0
2025-01-01 05:57:00,70.37,10.06,0.027,4.51,1517.0
2025-01-01 05:58:00,70.32,9.9,0.0256,4.43,1482.0
2025-01-01 05:59:00,69.6,10.18,0.0238,4.54,1521.0
2025-01-01 06:00:00,75.08,11.97,0.0425,4.77,1761.0
2025-01-01 06:01:00,75.02,12.26,0.0444,4.77,1736.0
2025-01-01 06:02:00,75.03,11.35,0.0494,4.86,1740.0
2025-01-01 06:03:00,75.0,11.87,0.0372,4.73,1727.0
2025-01-01 06:04:00,74.57,11.76,0.0458,4.79,1737.0
2025-01-01 06:05:00,75.19,11.52,0.0429,4.79,1755.0
2025-01-01 06:06:00,74.49,12.12,0.0485,4.8,1754.0
2025-01-01 06:07:00,75.03,12.38,0.0435,4.8,1756.0
2025-01-01 06:08:00,74.96,12.17,0.0493,4.8,1748.0
2025-01-01 06:09:00,74.92,11.99,0.0448,4.86,1741.0
2025-01-01 06:10:00,75.05,11.83,0.0485,4.82,1724.0
2025-01-01 06:11:00,75.01,11.59,0.0481,4.87,1734.0
2025-01-01 06:12:00,75.63,12.11,0.0447,4.72,1729.0
2025-01-01 06:13:00,74.92,12.31,0.0481,4.8,1755.0
2025-01-01 06:14:00,74.97,12.42,0.0477,4.87,1750.0
2025-01-01 06:15:00,75.42,11.73,0.0458,4.79,1733.0
2025-01-01 06:16:00,75.39,11.67,0.0457,4.77,1751.0
2025-01-01 06:17:00,74.75,11.91,0.0443,4.81,1747.0
2025-01-01 06:18:00,75.12,12.21,0.0404,4.84,1742.0
2025-01-01 06:19:00,74.41,11.96,0.0451,4.76,1753.0
2025-01-01 06:20:00,75.12,11.86,0.0471,4.82,1747.0
2025-01-01 06:21:00,74.9,11.7,0.0494,4.79,1720.0
2025-01-01 06:22:00,75.32,12.09,0.0501,4.76,1771.0
2025-01-01 06:23:00,74.89,12.15,0.0462,4.66,1760.0
2025-01-01 06:24:00,75.37,12.04,0.0437,4.75,1763.0
2025-01-01 06:25:00,74.95,12.05,0.0404,4.75,1744.0
2025-01-01 06:26:00,74.59,11.74,0.0444,4.8,1708.0
2025-01-01 06:27:00,74.97,12.1,0.0468,4.8,1794.0
2025-01-01 06:28:00,74.97,11.88,0.0436,4.8,1749.0
2025-01-01 06:29:00,74.77,11.6,0.0396,4.84,1749.0
2025-01-01 06:30:00,74.91,11.52,0.0471,4.77,1744.0
2025-01-01 06:31:00,75.08,11.92,0.0484,4.84,1754.0
2025-01-01 06:32:00,74.6,11.91,0.0395,4.88,1740.0
2025-01-01 06:33:00,75.17,11.85,0.0435,4.77,1743.0
2025-01-01 06:34:00,75.13,11.93,0.0494,4.79,1743.0
2025-01-01 06:35:00,74.72,11.7,0.0478,4.82,1738.0
2025-01-01 06:36:00,75.01,11.79,0.0416,4.81,1758.0
2025-01-01 06:37:00,75.06,11.81,0.0486,4.81,1765.0
2025-01-01 06:38:00,75.03,11.99,0.0483,4.74,1749.0
